id;code;brand;name;quantity;price;category;supermarket;city;zip
2153;3336971307044;VICO MONSTER MUNCH;Apéritif Pomme de terre Extrudé monstre Ketchup Sachet;85g ;1.21;EPICERIE;CORA;MASSY;91300
2159;3336971508069;VICO;Apéritif Noix de cajou Sel de guerande Sachet;100g ;3.40;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2160;3336971508069;VICO;Apéritif Noix de cajou Sel de guerande Sachet;100g ;3.13;EPICERIE;CORA;MASSY;91300
2161;3336971510048;VICO;Apéritif Pistache Grille Sachet;230g ;6.38;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2162;3336971510048;VICO;Apéritif Pistache Grille Sachet;230g ;6.11;EPICERIE;CORA;MASSY;91300
2163;3336971609018;VICO CURLY;Apéritif Maïs Extrudé frite ondulées Cacahuete caramelisee sucree salee Sachet;100g ;1.34;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2164;3336971609018;VICO CURLY;Apéritif Maïs Extrudé frite ondulées Cacahuete caramelisee sucree salee Sachet;100g ;1.29;EPICERIE;CORA;MASSY;91300
2166;3336971805021;VICO NATUR' & BON;Apéritif Lentilles Extrudés Sel fin Allege Sachet;85g ;2.00;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2167;3336971805021;VICO NATUR' & BON;Apéritif Lentilles Extrudés Sel fin Allege Sachet;85g ;1.95;EPICERIE;CORA;MASSY;91300
2168;3336971805038;VICO NATUR' & BON;Apéritif Lentilles Extrudés Tomate & mozzarella & basilic Allege Sachet;85g ;2.00;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2169;3336971805038;VICO NATUR' & BON;Apéritif Lentilles Extrudés Tomate & mozzarella & basilic Allege Sachet;85g ;1.92;EPICERIE;CORA;MASSY;91300
2171;3336972103058;VICO;Chips De pomme de terre Barbecue Sachet;125g ;1.50;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2172;3336972103058;VICO;Chips De pomme de terre Barbecue Sachet;125g ;1.39;EPICERIE;CORA;MASSY;91300
2173;3336972103096;VICO;Chips De pomme de terre Poulet roti Sachet;125g ;1.50;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2174;3336972103096;VICO;Chips De pomme de terre Poulet roti Sachet;125g ;1.39;EPICERIE;CORA;MASSY;91300
2175;3336972109067;VICO MONSTER MUNCH;Monster munch crazy Apéritif Pomme de terre Extrudé monstre Crème & oignon Pot;150g ;2.25;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2176;3336972109067;VICO MONSTER MUNCH;Monster munch crazy Apéritif Pomme de terre Extrudé monstre Crème & oignon Pot;150g ;2.40;EPICERIE;CORA;MASSY;91300
2177;3336972109074;VICO MONSTER MUNCH;Monster munch crazy Apéritif Pomme de terre Extrudé rectangle ondulé Original Pot;150g ;2.25;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2178;3336972109074;VICO MONSTER MUNCH;Monster munch crazy Apéritif Pomme de terre Extrudé rectangle ondulé Original Pot;150g ;2.37;EPICERIE;CORA;MASSY;91300
2179;3497911101129;BRETS;Chips Gaufrés De pomme de terre Poulet braise Sachet;125g ;1.68;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2180;3497911101129;BRETS;Chips Gaufrés De pomme de terre Poulet braise Sachet;125g ;1.40;EPICERIE;CORA;MASSY;91300
2181;3497911105127;BRETS;Chips Gaufrés De pomme de terre Sel & vinaigre Sachet;125g ;1.68;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2182;3497911105127;BRETS;Chips Gaufrés De pomme de terre Sel & vinaigre Sachet;125g ;1.51;EPICERIE;CORA;MASSY;91300
2183;3497917000518;BRETS;Chips Gaufrés De pomme de terre Fromage de chevre & piment d'espelette Sachet;125g ;1.49;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2184;3497917000518;BRETS;Chips Gaufrés De pomme de terre Fromage de chevre & piment d'espelette Sachet;125g ;1.45;EPICERIE;CORA;MASSY;91300
2185;3497917000907;BRETS;Chips Gaufrés De pomme de terre Comte Sachet;125g ;1.68;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2186;3497917000907;BRETS;Chips Gaufrés De pomme de terre Comte Sachet;125g ;1.51;EPICERIE;CORA;MASSY;91300
2189;3701239902543;MICHEL & AUGUSTIN;Apéritif Petits sables Biscuit Parmigiano reggiano & graines de moutarde Boite;100g ;3.25;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2190;3701239902543;MICHEL & AUGUSTIN;Apéritif Petits sables Biscuit Parmigiano reggiano & graines de moutarde Boite;100g ;3.03;EPICERIE;CORA;MASSY;91300
2191;3760122961876;MICHEL & AUGUSTIN;Apéritif Trublions Mini petit-beurre salé Comte & poivre Sachet;100g ;3.12;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2192;3760122961876;MICHEL & AUGUSTIN;Apéritif Trublions Mini petit-beurre salé Comte & poivre Sachet;100g ;2.90;EPICERIE;CORA;MASSY;91300
2193;3760122961937;MICHEL & AUGUSTIN;Apéritif Petits sables Rond Beaufort & poivre Sachet;100g ;3.02;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2194;3760122961937;MICHEL & AUGUSTIN;Apéritif Petits sables Rond Beaufort & poivre Sachet;100g ;2.91;EPICERIE;CORA;MASSY;91300
2195;3760122965546;MICHEL & AUGUSTIN;Apéritif Trublions Rond Tomate & piment Sachet;100g ;3.25;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2196;3760122965546;MICHEL & AUGUSTIN;Apéritif Trublions Rond Tomate & piment Sachet;100g ;2.96;EPICERIE;CORA;MASSY;91300
2197;4017100764004;BAFF;Pop corn Caramel Sachet;100g ;0.87;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2198;4017100764004;BAFF;Pop corn Caramel Sachet;100g ;0.84;EPICERIE;CORA;MASSY;91300
2201;5053990155354;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Crème aigre & oignon Pot;175g ;1.49;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2202;5053990155354;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Crème aigre & oignon Pot;175g ;1.65;EPICERIE;CORA;MASSY;91300
2203;5053990155941;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Épices Pot;175g ;2.02;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2204;5053990155941;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Épices Pot;175g ;1.98;EPICERIE;CORA;MASSY;91300
2205;5053990160075;PRINGLES FLAME SPICY;Apéritif Pomme de terre & riz Chips Barbecue epice Pot;160g ;2.43;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2206;5053990160075;PRINGLES FLAME SPICY;Apéritif Pomme de terre & riz Chips Barbecue epice Pot;160g ;2.28;EPICERIE;CORA;MASSY;91300
2207;5053990162703;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Paprika Pot;175g ;2.32;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2208;5053990162703;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Paprika Pot;175g ;2.16;EPICERIE;CORA;MASSY;91300
2210;5053990164158;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Barbecue Pot;175g ;2.32;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2211;5053990164158;PRINGLES;Apéritif Pomme de terre Tuiles ondulées Barbecue Pot;175g ;2.20;EPICERIE;CORA;MASSY;91300
2212;5060042640515;TYRRELLS;Chips De légumes Sel de mer Sachet;150g ;3.99;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2213;5060042640515;TYRRELLS;Chips De légumes Sel de mer Sachet;150g ;3.89;EPICERIE;CORA;MASSY;91300
2214;5060042641000;TYRRELLS;Chips De pomme de terre Légèrement salé de mer Sachet;150g ;2.85;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2215;5060042641000;TYRRELLS;Chips De pomme de terre Légèrement salé de mer Sachet;150g ;2.61;EPICERIE;CORA;MASSY;91300
2220;5410041143508;TUC;Apéritif Cracker Bacon Paquet;100g ;1.07;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2221;5410041143508;TUC;Apéritif Cracker Bacon Paquet;100g ;0.96;EPICERIE;CORA;MASSY;91300
2225;7622201685003;RITZ;Apéritif Cracker Boite;200g ;1.82;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2226;7622201685003;RITZ;Apéritif Cracker Boite;200g ;1.70;EPICERIE;CORA;MASSY;91300
2228;7622210652478;BELIN CROUSTILLES;Apéritif Maïs Extrudés Emmental Sachet;138g ;1.61;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2229;7622210652478;BELIN CROUSTILLES;Apéritif Maïs Extrudés Emmental Sachet;138g ;1.45;EPICERIE;CORA;MASSY;91300
2230;7622210652492;BELIN CROUSTILLES;Apéritif Maïs Extrudés Cacahuete Sachet;88g ;1.15;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2231;7622210652492;BELIN CROUSTILLES;Apéritif Maïs Extrudés Cacahuete Sachet;88g ;1.08;EPICERIE;CORA;MASSY;91300
2233;7622210998095;NATURE+;Apéritif Crackers Emmental Boite;100g ;0.87;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2234;7622210998095;NATURE+;Apéritif Crackers Emmental Boite;100g ;0.92;EPICERIE;CORA;MASSY;91300
2235;8410076470812;OLD EL PASO EXTRA MOELLEUX N1;Tortilla Blé Complet Sachet 6's;350g ;3.25;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2236;8410076470812;OLD EL PASO EXTRA MOELLEUX N1;Tortilla Blé Complet Sachet 6's;350g ;3.17;EPICERIE;CORA;MASSY;91300
2237;8410076472946;OLD EL PASO EXTRA MOELLEUX;Galette-wrap Sachet 8's;326g ;2.62;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2238;8410076472946;OLD EL PASO EXTRA MOELLEUX;Galette-wrap Sachet 8's;326g ;2.60;EPICERIE;CORA;MASSY;91300
2239;8410076472953;OLD EL PASO EXTRA MOELLEUX N1;Galette-wrap Sachet 6's;350g ;2.74;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2240;8410076472953;OLD EL PASO EXTRA MOELLEUX N1;Galette-wrap Sachet 6's;350g ;2.61;EPICERIE;CORA;MASSY;91300
2241;8410076474575;OLD EL PASO POCKETS;Tortilla Barquette 8's;223g ;4.11;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2242;8410076474575;OLD EL PASO POCKETS;Tortilla Barquette 8's;223g ;3.95;EPICERIE;CORA;MASSY;91300
2243;8410076481597;OLD EL PASO CRUNCHY NACHOS;Apéritif Tortilla chips Sachet;185g ;2.64;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2244;8410076481597;OLD EL PASO CRUNCHY NACHOS;Apéritif Tortilla chips Sachet;185g ;2.43;EPICERIE;CORA;MASSY;91300
2245;8410076481757;OLD EL PASO CRUNCHY NACHOS;Apéritif Tortilla chips Fajitas Sachet;185g ;2.64;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2246;8410076481757;OLD EL PASO CRUNCHY NACHOS;Apéritif Tortilla chips Fajitas Sachet;185g ;2.43;EPICERIE;CORA;MASSY;91300
2248;3017760363990;LU FIBRE PLUS;Biscottes Boite 32's;280g ;2.18;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2249;3017760363990;LU FIBRE PLUS;Biscottes Boite 32's;280g ;2.09;EPICERIE;CORA;MASSY;91300
2250;3017760542890;LU;Pain grille Ble Complet Boite 24's;500g ;2.09;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2251;3017760542890;LU;Pain grille Ble Complet Boite 24's;500g ;1.99;EPICERIE;CORA;MASSY;91300
2254;3041090061615;LU;Cracotte-craquinette Chocolat Complet Boite 12's;200g ;1.75;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2255;3041090061615;LU;Cracotte-craquinette Chocolat Complet Boite 12's;200g ;1.68;EPICERIE;CORA;MASSY;91300
2258;3041090063152;LU;Cracotte Sans ajout de sel Boite 40's;250g ;1.87;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2259;3041090063152;LU;Cracotte Sans ajout de sel Boite 40's;250g ;1.82;EPICERIE;CORA;MASSY;91300
2260;3041090063206;LU;Cracotte Cereales Sans ajout de sel Complet Boite 40's;250g ;1.87;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2261;3041090063206;LU;Cracotte Cereales Sans ajout de sel Complet Boite 40's;250g ;1.84;EPICERIE;CORA;MASSY;91300
2264;3182180000692;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Tartine Boite 18's;255g ;1.95;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2265;3182180000692;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Tartine Boite 18's;255g ;1.95;EPICERIE;CORA;MASSY;91300
2266;3182180001477;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Tartine Froment Ss-Sucre-Ajouté Boite 18's;255g ;2.34;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2267;3182180001477;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Tartine Froment Ss-Sucre-Ajouté Boite 18's;255g ;2.28;EPICERIE;CORA;MASSY;91300
2269;3182180002115;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Pain grille Ble Complet Boite 18's;242g ;1.77;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2270;3182180002115;BRIOCHE PASQUIER BRIOCHE LES GRILLETTINES;Pain grille Ble Complet Boite 18's;242g ;1.70;EPICERIE;CORA;MASSY;91300
2274;3392460480827;LU;Biscottes 6 cereales Boite 34's;300g ;1.84;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2275;3392460480827;LU;Biscottes 6 cereales Boite 34's;300g ;1.72;EPICERIE;CORA;MASSY;91300
2283;3760020508012;JARDIN BIO;Tartine Sarrasin BIO Ss-gluten Boite;150g ;2.71;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2284;3760020508012;JARDIN BIO;Tartine Sarrasin BIO Ss-gluten Boite;150g ;2.39;EPICERIE;CORA;MASSY;91300
2285;3760020508371;JARDIN BIO;Tartine Multi cereales BIO Ss-gluten Boite;150g ;3.15;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2286;3760020508371;JARDIN BIO;Tartine Multi cereales BIO Ss-gluten Boite;150g ;2.70;EPICERIE;CORA;MASSY;91300
2287;3760020508388;JARDIN BIO;Tartine Chataigne BIO Ss-gluten Boite;150g ;2.71;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2288;3760020508388;JARDIN BIO;Tartine Chataigne BIO Ss-gluten Boite;150g ;2.62;EPICERIE;CORA;MASSY;91300
2289;7300400481571;WASA LEGER;Crackers Paquet;270g ;1.72;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2290;7300400481571;WASA LEGER;Crackers Paquet;270g ;1.61;EPICERIE;CORA;MASSY;91300
2291;7300400481588;WASA FIBRES;Crackers Fibre Complet Paquet;230g ;1.60;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2292;7300400481588;WASA FIBRES;Crackers Fibre Complet Paquet;230g ;1.53;EPICERIE;CORA;MASSY;91300
2293;7300400481595;WASA;Crackers Paquet;275g ;1.92;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2294;7300400481595;WASA;Crackers Paquet;275g ;1.67;EPICERIE;CORA;MASSY;91300
2295;7311070032604;KRISPROLLS;Suedois Complet Sachet;425g ;3.53;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2296;7311070032604;KRISPROLLS;Suedois Complet Sachet;425g ;3.28;EPICERIE;CORA;MASSY;91300
2298;7311070362664;KRISPROLLS DORES;Suedois Sachet;425g ;3.53;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2299;7311070362664;KRISPROLLS DORES;Suedois Sachet;425g ;3.01;EPICERIE;CORA;MASSY;91300
2301;3043933123702;REGILAIT;Cremier Liquide Ambiant Pot 10's 7.5g;;0.67;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2302;3043933123702;REGILAIT;Cremier Liquide Ambiant Pot 10's 7.5g;;0.65;EPICERIE;CORA;MASSY;91300
2303;3043933232701;REGILAIT;Lait poudre Demi ecreme Brique Carton;300g ;2.50;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2304;3043933232701;REGILAIT;Lait poudre Demi ecreme Brique Carton;300g ;2.41;EPICERIE;CORA;MASSY;91300
2307;7613036443388;NESTLE;Creme de lait concentre Entier Sucré Boite;397g ;1.92;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2308;7613036443388;NESTLE;Creme de lait concentre Entier Sucré Boite;397g ;1.81;EPICERIE;CORA;MASSY;91300
2311;3033710065967;NESQUIK PLUS;Boissons aromatisé poudre Cacao 19.5%Cacao Pot;1000g ;3.95;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2312;3033710065967;NESQUIK PLUS;Boissons aromatisé poudre Cacao 19.5%Cacao Pot;1000g ;4.19;EPICERIE;CORA;MASSY;91300
2313;3034470003107;BENCO;Boissons aromatisé granules Cacao 21.4%Cacao Pot;400g ;2.12;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2314;3034470003107;BENCO;Boissons aromatisé granules Cacao 21.4%Cacao Pot;400g ;2.02;EPICERIE;CORA;MASSY;91300
2315;3034470003114;BENCO;Boissons aromatisé granules Cacao Pot;800g ;3.99;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2316;3034470003114;BENCO;Boissons aromatisé granules Cacao Pot;800g ;3.88;EPICERIE;CORA;MASSY;91300
2318;3664346305990;POULAIN GRAND AROME;Boissons aromatisé poudre Cacao 32%Cacao Pot;450g ;2.36;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2319;3664346305990;POULAIN GRAND AROME;Boissons aromatisé poudre Cacao 32%Cacao Pot;450g ;2.27;EPICERIE;CORA;MASSY;91300
2320;3664346306003;POULAIN GRAND AROME;Boissons aromatisé poudre Cacao 32%Cacao Pot;800g ;3.86;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2321;3664346306003;POULAIN GRAND AROME;Boissons aromatisé poudre Cacao 32%Cacao Pot;800g ;3.68;EPICERIE;CORA;MASSY;91300
2322;3664346306027;POULAIN 1848;Boissons aromatisé poudre Cacao 50%Cacao Pot;450g ;3.33;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2323;3664346306027;POULAIN 1848;Boissons aromatisé poudre Cacao 50%Cacao Pot;450g ;3.36;EPICERIE;CORA;MASSY;91300
2324;3664346306119;POULAIN SUPER POULAIN;Boissons aromatisé poudre Cacao 14.5%Cacao Pot;1000g ;3.74;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2325;3664346306119;POULAIN SUPER POULAIN;Boissons aromatisé poudre Cacao 14.5%Cacao Pot;1000g ;3.93;EPICERIE;CORA;MASSY;91300
2330;7613033162220;NESCAFE DOLCE GUSTO NESQUIK;Boisson en poudre Chocolat Boissons aromatisé capsule Boite 16's;256g ;4.52;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2331;7613033162220;NESCAFE DOLCE GUSTO NESQUIK;Boisson en poudre Chocolat Boissons aromatisé capsule Boite 16's;256g ;4.47;EPICERIE;CORA;MASSY;91300
2332;7613035530799;NESQUIK;Boissons aromatisé poudre Cacao Moins de sucre 17%Cacao Pot;350g ;3.36;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2333;7613035530799;NESQUIK;Boissons aromatisé poudre Cacao Moins de sucre 17%Cacao Pot;350g ;3.26;EPICERIE;CORA;MASSY;91300
2334;7613035690639;NESCAFE DOLCE GUSTO CHOCOCINO;Boisson en poudre Chocolat Boissons aromatisé capsule Boite 8+8's;256g ;5.21;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2335;7613035690639;NESCAFE DOLCE GUSTO CHOCOCINO;Boisson en poudre Chocolat Boissons aromatisé capsule Boite 8+8's;256g ;4.82;EPICERIE;CORA;MASSY;91300
2336;7613287598936;STARBUCKS SIGNATURE CHOCOLATE;Boissons aromatisé poudre Cacao 42%Cacao Boite;330g ;5.13;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2337;7613287598936;STARBUCKS SIGNATURE CHOCOLATE;Boissons aromatisé poudre Cacao 42%Cacao Boite;330g ;5.13;EPICERIE;CORA;MASSY;91300
2339;8711000468128;SENSEO MILKA;Boisson en poudre Chocolat Boissons aromatisé disque Sachet 8's;112g ;3.60;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2340;8711000468128;SENSEO MILKA;Boisson en poudre Chocolat Boissons aromatisé disque Sachet 8's;112g ;3.31;EPICERIE;CORA;MASSY;91300
2341;8711000500583;TASSIMO MILKA;Boisson en poudre Chocolat Boissons aromatisé capsule Sachet 8's;240g ;4.74;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2342;8711000500583;TASSIMO MILKA;Boisson en poudre Chocolat Boissons aromatisé capsule Sachet 8's;240g ;4.39;EPICERIE;CORA;MASSY;91300
2343;3159470000120;KELLOGGS;Flocons de mais Allege Boite;500g ;2.52;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2344;3159470000120;KELLOGGS;Flocons de mais Allege Boite;500g ;2.45;EPICERIE;CORA;MASSY;91300
2346;3159470005071;KELLOGGS EXTRA;Muesli Chocolat noir & noisettes grillees Sachet;500g ;2.75;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2347;3159470005071;KELLOGGS EXTRA;Muesli Chocolat noir & noisettes grillees Sachet;500g ;3.02;EPICERIE;CORA;MASSY;91300
2348;3159470005347;KELLOGGS VARIETY;Cereales pretes a consommer Assortiment Boite 8's;215g ;3.28;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2349;3159470005347;KELLOGGS VARIETY;Cereales pretes a consommer Assortiment Boite 8's;215g ;3.12;EPICERIE;CORA;MASSY;91300
2350;3159470204948;KELLOGGS SPECIAL K;Cereales Pétales Chocolat noir Allege Boite;550g ;4.52;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2351;3159470204948;KELLOGGS SPECIAL K;Cereales Pétales Chocolat noir Allege Boite;550g ;4.27;EPICERIE;CORA;MASSY;91300
2352;3168930003632;QUAKER;Flocons d'avoine Flacon;800g ;2.52;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2353;3168930003632;QUAKER;Flocons d'avoine Flacon;800g ;2.39;EPICERIE;CORA;MASSY;91300
2355;3168930010265;CRUESLI;Muesli Melange de noix Boite;450g ;3.45;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2356;3168930010265;CRUESLI;Muesli Melange de noix Boite;450g ;3.18;EPICERIE;CORA;MASSY;91300
2357;3168930010890;CRUESLI;Muesli Chocolat au lait Boite;450g ;3.12;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2358;3168930010890;CRUESLI;Muesli Chocolat au lait Boite;450g ;2.80;EPICERIE;CORA;MASSY;91300
2359;3168930010906;CRUESLI;Muesli Chocolat noir Boite;450g ;3.12;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2360;3168930010906;CRUESLI;Muesli Chocolat noir Boite;450g ;2.73;EPICERIE;CORA;MASSY;91300
2361;3387390019995;LION;Cereales Pétales Chocolat Boite;400g ;2.64;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2362;3387390019995;LION;Cereales Pétales Chocolat Boite;400g ;2.57;EPICERIE;CORA;MASSY;91300
2365;5010029000023;WEETABIX;Céréales-biscuit Céréales mini-biscuit Allege Boite;430g ;3.89;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2366;5010029000023;WEETABIX;Céréales-biscuit Céréales mini-biscuit Allege Boite;430g ;3.45;EPICERIE;CORA;MASSY;91300
2367;5050083286131;KELLOGGS SPECIAL K;Cereales Chocolat au lait Allege Boite;550g ;4.52;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2368;5050083286131;KELLOGGS SPECIAL K;Cereales Chocolat au lait Allege Boite;550g ;4.18;EPICERIE;CORA;MASSY;91300
2369;5050083516313;KELLOGGS EXTRA CRUNCHY;Muesli Chocolat au lait Poche;500g ;2.75;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2370;5050083516313;KELLOGGS EXTRA CRUNCHY;Muesli Chocolat au lait Poche;500g ;2.95;EPICERIE;CORA;MASSY;91300
2371;5050083535079;KELLOGGS TRESOR;Cereales mini-biscuits coeur fourré Chocolat & noisette Boite;1000g ;6.48;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2372;5050083535079;KELLOGGS TRESOR;Cereales mini-biscuits coeur fourré Chocolat & noisette Boite;1000g ;6.05;EPICERIE;CORA;MASSY;91300
2373;5050083542411;KELLOGGS TRESOR;Cereales mini-biscuits coeur fourré Chocolat au lait Boite;1000g ;6.48;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2374;5050083542411;KELLOGGS TRESOR;Cereales mini-biscuits coeur fourré Chocolat au lait Boite;1000g ;6.21;EPICERIE;CORA;MASSY;91300
2375;5050083739811;KELLOGGS SPECIAL K CLASSIQUE;Cereales Boite;750g ;4.37;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2376;5050083739811;KELLOGGS SPECIAL K CLASSIQUE;Cereales Boite;750g ;4.43;EPICERIE;CORA;MASSY;91300
2377;5050083908729;KELLOGGS SPECIAL K;Cereales Fruits rouges Allege Boite;550g ;4.76;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2378;5050083908729;KELLOGGS SPECIAL K;Cereales Fruits rouges Allege Boite;550g ;4.63;EPICERIE;CORA;MASSY;91300
2379;5050083934100;KELLOGGS SPECIAL K CLASSIQUE;Cereales Allege Boite;440g ;2.95;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2380;5050083934100;KELLOGGS SPECIAL K CLASSIQUE;Cereales Allege Boite;440g ;2.75;EPICERIE;CORA;MASSY;91300
2382;5053827101424;KELLOGGS SMACKS;Boules Caramel Boite;400g ;2.72;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2383;5053827101424;KELLOGGS SMACKS;Boules Caramel Boite;400g ;2.63;EPICERIE;CORA;MASSY;91300
2384;5053827104081;KELLOGGS FROSTIES;Flocons de mais Boite;400g ;2.72;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2385;5053827104081;KELLOGGS FROSTIES;Flocons de mais Boite;400g ;2.50;EPICERIE;CORA;MASSY;91300
2387;5053827110983;KELLOGGS MIEL POPS;Cereales Miel Boite;620g ;3.84;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
2388;5053827110983;KELLOGGS MIEL POPS;Cereales Miel Boite;620g ;3.62;EPICERIE;CORA;MASSY;91300
2389;5053827156189;KELLOGGS TRESOR;Cereales mini-biscuits coeur fourré Chocolat & noisette Boite;620g ;4.62;EPICERIE;AUCHAN;VILLEBON-SUR-YVETTE;91140
